"Situação da Ligação de Água","Categoria de Imóvel","Perfil de Imóvel","Setor","CONSUMO_MEDIDO","TIPO_CONSUMO","MUNICIPIO","QUANTIDADE_ECONOMIAS","x","y"
"LIGADO","COMERCIAL","NORMAL",611,16,"REAL","RECIFE",1,-3885392.52264977,-908009.950127013
"LIGADO","COMERCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885381.75248904,-908010.142865389
"LIGADO","COMERCIAL","NORMAL",611,19,"ESTIMADO","RECIFE",1,-3885366.16764901,-908013.032479369
"LIGADO","COMERCIAL","NORMAL",611,0,"CONS CORT","RECIFE",2,-3885360.99886241,-908042.743213845
"CORTADO","COMERCIAL","NORMAL",611,0,"CONS CORT","RECIFE",2,-3885355.89063361,-908059.070103683
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,66,"REAL","RECIFE",4,-3885474.66029265,-908040.317227411
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885467.90186372,-908027.998044678
"LIGADO","COMERCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885470.96470819,-908016.272261211
"CORTADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3885447.62557507,-907991.987903021
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885434.87938206,-907993.907302194
"LIGADO","COMERCIAL","NORMAL",611,29,"REAL","RECIFE",1,-3885420.73579547,-907996.521863826
"LIGADO","COMERCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885423.15209634,-908010.654960257
"LIGADO","RESIDENCIAL","GRANDE",611,395,"REAL","RECIFE",30,-3885426.78456264,-908027.304231212
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885428.08666673,-908045.373521246
"LIGADO","RESIDENCIAL","CORPORATIVO",611,1169,"REAL","RECIFE",84,-3885431.85104663,-908055.131444647
"LIGADO","RESIDENCIAL","NORMAL",611,82,"REAL","RECIFE",7,-3885541.60237976,-908061.950612382
"LIGADO","RESIDENCIAL","NORMAL",611,38,"REAL","RECIFE",4,-3885561.63855226,-908061.75146415
"LIGADO","PUBLICO","NORMAL",611,23,"REAL","RECIFE",1,-3885577.35630777,-908061.360814266
"LIGADO","RESIDENCIAL","GRANDE",611,322,"REAL","RECIFE",39,-3885574.11579739,-908034.915151848
"LIGADO","RESIDENCIAL","NORMAL",611,99,"REAL","RECIFE",9,-3885570.71264923,-908014.763414118
"LIGADO","RESIDENCIAL","NORMAL",611,13,"REAL","RECIFE",1,-3885568.87888327,-908002.644061032
"LIGADO","RESIDENCIAL","GRANDE",611,304,"REAL","RECIFE",24,-3885566.64169546,-907975.667784423
"CORTADO","RESIDENCIAL","NORMAL",611,28,"REAL","RECIFE",1,-3885547.70235389,-907978.788142336
"LIGADO","RESIDENCIAL","GRANDE",611,369,"REAL","RECIFE",24,-3885533.24807461,-907979.757905849
"LIGADO","RESIDENCIAL","GRANDE",611,168,"REAL","RECIFE",18,-3885509.55950961,-907982.098090138
"LIGADO","RESIDENCIAL","NORMAL",611,93,"REAL","RECIFE",12,-3885515.78972755,-908035.519455607
"LIGADO","RESIDENCIAL","NORMAL",611,51,"REAL","RECIFE",6,-3885513.76671845,-908023.066571732
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",6,-3885508.50620459,-908046.987959497
"LIGADO","RESIDENCIAL","GRANDE",611,551,"REAL","RECIFE",38,-3885519.57369968,-908061.866275184
"LIGADO","RESIDENCIAL","NORMAL",611,119,"REAL","RECIFE",6,-3885633.64122342,-908057.62254018
"LIGADO","RESIDENCIAL","GRANDE",611,482,"REAL","RECIFE",48,-3885648.44014785,-908057.036677862
"LIGADO","RESIDENCIAL","GRANDE",611,595,"REAL","RECIFE",52,-3885656.03614463,-908018.275886084
"LIGADO","RESIDENCIAL","NORMAL",611,37,"ESTIMADO","RECIFE",6,-3885655.15972627,-907996.022925703
"LIGADO","RESIDENCIAL","NORMAL",611,74,"REAL","RECIFE",6,-3885663.22248567,-907972.083797978
"LIGADO","RESIDENCIAL","NORMAL",611,92,"REAL","RECIFE",6,-3885636.73445811,-907968.528149051
"LIGADO","RESIDENCIAL","NORMAL",611,55,"ESTIMADO","RECIFE",12,-3885601.88600284,-907967.371719845
"LIGADO","COMERCIAL","NORMAL",611,31,"REAL","RECIFE",1,-3885596.94386273,-907984.087994665
"LIGADO","RESIDENCIAL","NORMAL",611,64,"REAL","RECIFE",7,-3885602.46909434,-908007.863402355
"LIGADO","RESIDENCIAL","NORMAL",611,83,"REAL","RECIFE",6,-3885603.67490706,-908020.208442973
"LIGADO","RESIDENCIAL","NORMAL",611,42,"REAL","RECIFE",1,-3885606.31128656,-908032.9443615
"LIGADO","RESIDENCIAL","GRANDE",611,574,"REAL","RECIFE",30,-3885610.4374548,-908058.26069157
"LIGADO","RESIDENCIAL","GRANDE",611,399,"REAL","RECIFE",24,-3885695.83909647,-908053.718853089
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",3,-3885720.56181954,-908060.77888763
"LIGADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885735.25320934,-908061.287834478
"LIGADO","RESIDENCIAL","NORMAL",611,40,"REAL","RECIFE",1,-3885736.36239675,-908047.716182823
"LIGADO","RESIDENCIAL","NORMAL",611,38,"REAL","RECIFE",4,-3885733.4784427,-908034.169723947
"LIGADO","RESIDENCIAL","NORMAL",611,26,"REAL","RECIFE",2,-3885733.42834893,-908009.263623038
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885695.65330424,-907986.664997628
"LIGADO","RESIDENCIAL","GRANDE",611,338,"REAL","RECIFE",18,-3885694.86171135,-908027.719732148
"LIGADO","COMERCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885732.31303895,-908239.875232363
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,21,"REAL","RECIFE",1,-3885731.78894679,-908167.200855974
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885731.84994987,-908154.804498006
"LIGADO","RESIDENCIAL","NORMAL",611,26,"REAL","RECIFE",3,-3885732.36380064,-908145.377267906
"LIGADO","COMERCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3885732.63619944,-908138.123469134
"CORTADO","COMERCIAL","NORMAL",611,48,"REAL","RECIFE",3,-3885732.81130499,-908127.726588254
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885732.69030071,-908116.805581574
"LIGADO","RESIDENCIAL","NORMAL",611,100,"REAL","RECIFE",6,-3885706.72302573,-908094.326323829
"LIGADO","RESIDENCIAL","GRANDE",611,11,"REAL","RECIFE",32,-3885694.98004396,-908133.296000186
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","GRANDE",611,421,"REAL","RECIFE",60,-3885695.0167794,-908172.695606074
"LIGADO","RESIDENCIAL","GRANDE",611,414,"REAL","RECIFE",21,-3885692.08941074,-908258.986120235
"LIGADO","COMERCIAL","NORMAL",611,7,"REAL","RECIFE",2,-3885710.1016836,-908271.01445762
"LIGADO","RESIDENCIAL","NORMAL",611,28,"REAL","RECIFE",2,-3885720.77098887,-908273.367813684
"LIGADO","RESIDENCIAL","GRANDE",611,538,"REAL","RECIFE",56,-3885602.72668763,-908244.552254552
"LIGADO","RESIDENCIAL","CORPORATIVO",611,554,"REAL","RECIFE",112,-3885646.78048556,-908253.818476884
"LIGADO","RESIDENCIAL","GRANDE",611,232,"REAL","RECIFE",10,-3885658.16056579,-908171.990095598
"LIGADO","RESIDENCIAL","NORMAL",611,48,"REAL","RECIFE",8,-3885658.67129961,-908151.480931097
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885672.25060769,-908777.395349496
"LIGADO","RESIDENCIAL","NORMAL",611,43,"REAL","RECIFE",6,-3885657.18551837,-908132.426201213
"LIGADO","RESIDENCIAL","NORMAL",611,86,"REAL","RECIFE",6,-3885656.36587296,-908120.329081558
"LIGADO","RESIDENCIAL","GRANDE",611,306,"REAL","RECIFE",30,-3885651.99112828,-908096.077615094
"LIGADO","RESIDENCIAL","NORMAL",611,40,"REAL","RECIFE",1,-3885623.45448814,-908096.519879684
"LIGADO","RESIDENCIAL","GRANDE",611,172,"REAL","RECIFE",22,-3885610.48676934,-908127.766957717
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",6,-3885612.0423479,-908147.49953306
"LIGADO","RESIDENCIAL","GRANDE",611,46,"INFORMADO","RECIFE",20,-3885615.11398661,-908170.156038286
"LIGADO","COMERCIAL","NORMAL",611,28,"REAL","RECIFE",1,-3885629.677359,-908413.634714063
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885629.17230247,-908398.834885158
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MED IMOV","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,20,"REAL","RECIFE",1,-3885629.95565772,-908375.853508345
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885631.94983508,-908367.026604467
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",12,-3885637.05895443,-908321.790435979
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",6,-3885635.4087543,-908351.034480166
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885642.71253741,-908292.004400948
"LIGADO","RESIDENCIAL","NORMAL",611,60,"REAL","RECIFE",12,-3885621.97349364,-908288.696791846
"LIGADO","COMERCIAL","NORMAL",611,32,"REAL","RECIFE",4,-3885601.67894859,-908285.381761285
"LIGADO","RESIDENCIAL","NORMAL",611,8,"REAL","RECIFE",1,-3885598.55309729,-908311.908197386
"LIGADO","RESIDENCIAL","NORMAL",611,25,"REAL","RECIFE",1,-3885598.73488202,-908319.163485958
"CORTADO","RESIDENCIAL","NORMAL",611,0,"CONS CORT","RECIFE",1,-3885598.9100989,-908329.699174603
"LIGADO","COMERCIAL","NORMAL",611,51,"REAL","RECIFE",1,-3885598.98869045,-908343.204902801
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3885598.82438289,-908356.187066314
"LIGADO","RESIDENCIAL","NORMAL",611,39,"REAL","RECIFE",1,-3885599.42695529,-908369.297426978
"LIGADO","COMERCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3885596.40719147,-908384.102868707
"LIGADO","RESIDENCIAL","GRANDE",611,212,"REAL","RECIFE",12,-3885597.05462562,-908407.645040145
"LIGADO","RESIDENCIAL","NORMAL",611,41,"REAL","RECIFE",4,-3885598.80890948,-908426.400880443
"LIGADO","RESIDENCIAL","GRANDE",611,342,"REAL","RECIFE",22,-3885599.31808483,-908446.150454057
"LIGADO","RESIDENCIAL","GRANDE",611,136,"REAL","RECIFE",16,-3885623.23273971,-908455.669619161
"LIGADO","RESIDENCIAL","GRANDE",611,316,"REAL","RECIFE",21,-3885675.98927279,-908525.45728743
"LIGADO","RESIDENCIAL","NORMAL",611,113,"REAL","RECIFE",6,-3885678.65426141,-908506.057063406
"LIGADO","RESIDENCIAL","NORMAL",611,82,"REAL","RECIFE",7,-3885656.26312507,-908499.229507154
"LIGADO","RESIDENCIAL","NORMAL",611,3,"REAL","RECIFE",1,-3885641.40431075,-908496.644603351
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",3,-3885631.94760869,-908491.713641407
"LIGADO","RESIDENCIAL","NORMAL",611,26,"REAL","RECIFE",2,-3885619.3095069,-908487.394973813
"LIGADO","RESIDENCIAL","NORMAL",611,22,"REAL","RECIFE",1,-3885607.98074496,-908484.019879992
"LIGADO","RESIDENCIAL","NORMAL",611,20,"REAL","RECIFE",1,-3885596.91948376,-908480.440463617
"LIGADO","COMERCIAL","NORMAL",611,81,"REAL","RECIFE",1,-3885601.65935636,-908508.563702052
"LIGADO","COMERCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885610.5299613,-908513.973256105
"LIGADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885618.77650918,-908518.639961264
"LIGADO","RESIDENCIAL","NORMAL",611,28,"REAL","RECIFE",2,-3885626.38341526,-908524.261486179
"CORTADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885633.41157131,-908529.651700584
"LIGADO","RESIDENCIAL","NORMAL",611,3,"ESTIMADO","RECIFE",1,-3885644.97744377,-908536.776131496
"LIGADO","COMERCIAL","NORMAL",611,14,"REAL","RECIFE",1,-3885659.25906652,-908547.208753605
"LIGADO","RESIDENCIAL","NORMAL",611,8,"REAL","RECIFE",1,-3885669.07288151,-908552.500801194
"LIGADO","RESIDENCIAL","CORPORATIVO",611,1275,"REAL","RECIFE",100,-3885728.95185825,-908579.22834419
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",3,-3885733.27884686,-908556.732662984
"LIGADO","COMERCIAL","NORMAL",611,5,"REAL","RECIFE",2,-3885744.4922818,-908529.588840609
"LIGADO","RESIDENCIAL","NORMAL",611,31,"REAL","RECIFE",1,-3885731.03308744,-908526.204410222
"CORTADO","COMERCIAL","NORMAL",611,50,"REAL","RECIFE",1,-3885717.83026188,-908521.542539663
"LIGADO","RESIDENCIAL","NORMAL",611,1,"REAL","RECIFE",1,-3885702.19365829,-908524.123846463
"LIGADO","COMERCIAL","NORMAL",611,27,"ESTIMADO","RECIFE",1,-3885698.87778461,-908550.848336468
"LIGADO","RESIDENCIAL","NORMAL",611,106,"REAL","RECIFE",6,-3885695.7895593,-908567.777247266
"LIGADO","COMERCIAL","NORMAL",611,10,"REAL","RECIFE",2,-3885686.93698811,-908452.561485366
"LIGADO","COMERCIAL","NORMAL",611,9,"REAL","RECIFE",2,-3885654.67604309,-908444.287148454
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",7,-3885652.9975678,-908467.243821024
"LIGADO","RESIDENCIAL","NORMAL",611,46,"REAL","RECIFE",4,-3885697.0443526,-908410.96165401
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",6,-3885699.15508147,-908388.373959881
"LIGADO","RESIDENCIAL","NORMAL",611,24,"REAL","RECIFE",1,-3885707.21683899,-908349.43903513
"LIGADO","COMERCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885709.27023832,-908336.324182231
"LIGADO","COMERCIAL","NORMAL",611,5,"ESTIMADO","RECIFE",1,-3885713.49236396,-908311.083599955
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",12,-3885702.46294013,-908308.394353145
"LIGADO","COMERCIAL","NORMAL",611,4,"REAL","RECIFE",1,-3885687.04374351,-908304.680460278
"LIGADO","COMERCIAL","NORMAL",611,4,"REAL","RECIFE",3,-3885675.68826489,-908301.990651603
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885665.08831165,-908339.967683826
"LIGADO","RESIDENCIAL","NORMAL",611,4,"REAL","RECIFE",1,-3885661.83121468,-908382.645848935
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885660.71779713,-908396.55911334
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",2,-3885667.22453268,-908415.355768553
"LIGADO","RESIDENCIAL","NORMAL",611,12,"REAL","RECIFE",2,-3885659.23546679,-908413.497749394
"LIGADO","RESIDENCIAL","NORMAL",611,16,"REAL","RECIFE",2,-3885659.5096467,-908408.478860284
"CORTADO","COMERCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885667.68394822,-908410.460912093
"LIGADO","COMERCIAL","NORMAL",611,2,"REAL","RECIFE",1,-3885663.37120851,-908411.766574432
"CORTADO","COMERCIAL","NORMAL",611,11,"REAL","RECIFE",4,-3885681.35542885,-908415.64026825
"LIGADO","RESIDENCIAL","NORMAL",611,50,"REAL","RECIFE",4,-3885766.74849891,-908423.940126168
"LIGADO","RESIDENCIAL","NORMAL",611,79,"REAL","RECIFE",4,-3885768.85243729,-908410.287963283
"CORTADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885745.10164469,-908391.24706789
"CORTADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885731.58935094,-908388.083725382
"LIGADO","RESIDENCIAL","GRANDE",611,820,"REAL","RECIFE",56,-3885727.23241739,-908423.245069655
"LIGADO","RESIDENCIAL","NORMAL",611,56,"REAL","RECIFE",4,-3885765.10842885,-908437.467023296
"LIGADO","RESIDENCIAL","NORMAL",611,47,"REAL","RECIFE",4,-3885771.40421398,-908363.792307494
"LIGADO","RESIDENCIAL","NORMAL",611,37,"REAL","RECIFE",4,-3885774.04348778,-908351.528137044
"LIGADO","RESIDENCIAL","NORMAL",611,117,"REAL","RECIFE",12,-3885781.64605241,-908323.999633477
"LIGADO","RESIDENCIAL","NORMAL",611,51,"REAL","RECIFE",1,-3885757.00492652,-908317.69342406
"LIGADO","COMERCIAL","NORMAL",611,2,"REAL","RECIFE",2,-3885744.37795668,-908314.840449335
"LIGADO","RESIDENCIAL","NORMAL",611,9993,"MEDIA HD","RECIFE",1,-3885741.90543947,-908344.014994731
"LIGADO","RESIDENCIAL","NORMAL",611,36,"REAL","RECIFE",1,-3885740.81562166,-908357.118042586
"LIGADO","PUBLICO","NORMAL",611,104,"REAL","RECIFE",1,-3885806.89164313,-908263.730389569
"LIGADO","PUBLICO","NORMAL",611,86,"REAL","RECIFE",1,-3885911.73924136,-908187.821690378
"LIGADO","PUBLICO","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885999.59748156,-908144.021010869
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","GRANDE",611,522,"REAL","RECIFE",36,-3885775.21134056,-907939.737073739
"LIGADO","RESIDENCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885770.48115276,-907976.562769034
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885770.58868739,-907987.857073794
"LIGADO","RESIDENCIAL","NORMAL",611,43,"REAL","RECIFE",4,-3885770.75655718,-908000.469288806
"LIGADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885770.64824332,-908012.065751275
"LIGADO","RESIDENCIAL","NORMAL",611,75,"ESTIMADO","RECIFE",8,-3885770.30460005,-908031.568991423
"LIGADO","RESIDENCIAL","NORMAL",611,46,"ESTIMADO","RECIFE",6,-3885770.00682041,-908048.708550186
"LIGADO","COMERCIAL","NORMAL",611,13,"REAL","RECIFE",1,-3885770.41959308,-908062.141439344
"LIGADO","RESIDENCIAL","GRANDE",611,1142,"REAL","RECIFE",1,-3885776.75356079,-908091.793394991
"LIGADO","RESIDENCIAL","GRANDE",611,239,"REAL","RECIFE",6,-3885766.95544185,-908111.108653691
"LIGADO","RESIDENCIAL","NORMAL",611,17,"REAL","RECIFE",2,-3885767.44502497,-908124.307441053
"LIGADO","RESIDENCIAL","NORMAL",611,37,"ESTIMADO","RECIFE",6,-3885767.6034326,-908135.987148201
"LIGADO","RESIDENCIAL","NORMAL",611,79,"REAL","RECIFE",6,-3885767.35396562,-908148.18221584
"LIGADO","COMERCIAL","NORMAL",611,19,"ESTIMADO","RECIFE",1,-3885767.24231218,-908160.55259608
"LIGADO","RESIDENCIAL","GRANDE",611,164,"REAL","RECIFE",36,-3885767.84410534,-908186.969544994
"LIGADO","RESIDENCIAL","NORMAL",611,19,"REAL","RECIFE",1,-3885768.3464902,-908212.759488342
"CORTADO","RESIDENCIAL","NORMAL",611,0,"CONS CORT","RECIFE",1,-3885769.07162537,-908235.483159025
"LIGADO","COMERCIAL","NORMAL",611,32,"REAL","RECIFE",1,-3885773.04561987,-908268.220072354
"LIGADO","RESIDENCIAL","NORMAL",611,8,"ESTIMADO","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,34,"REAL","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,18,"ESTIMADO","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,42,"REAL","RECIFE",8,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,24,"REAL","RECIFE",1,-3886119.26626812,-908137.795115769
"CORTADO","COMERCIAL","NORMAL",611,0,"CONS CORT","RECIFE",1,-3886131.24257554,-908138.853493137
"LIGADO","RESIDENCIAL","NORMAL",611,103,"REAL","RECIFE",6,-3886142.02420218,-908140.144866492
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3886112.06456498,-908095.028796954
"LIGADO","RESIDENCIAL","GRANDE",611,270,"REAL","RECIFE",24,-3886099.84357733,-908112.765937639
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3886070.44042626,-908204.439090957
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",2,-3886094.31756648,-908208.760655149
"LIGADO","COMERCIAL","NORMAL",611,3,"REAL","RECIFE",1,-3886109.17905246,-908210.470569268
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MED IMOV","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","TARIFA SOCIAL",611,5,"REAL","RECIFE",1,-3886133.19812503,-908208.968237778
"LIGADO","RESIDENCIAL","NORMAL",611,44,"ESTIMADO","RECIFE",4,-3886144.69976614,-908215.040086231
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3886157.34309995,-908216.487317441
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3886167.74635164,-908217.790837609
"LIGADO","RESIDENCIAL","NORMAL",611,27,"REAL","RECIFE",1,-3886183.48069375,-908219.519756122
"LIGADO","RESIDENCIAL","NORMAL",611,23,"REAL","RECIFE",1,-3886192.76407136,-908220.751758189
"LIGADO","RESIDENCIAL","NORMAL",611,30,"REAL","RECIFE",1,-3886209.04532612,-908222.455712912
"LIGADO","RESIDENCIAL","NORMAL",611,24,"REAL","RECIFE",1,-3886203.44461991,-908221.889864547
"LIGADO","RESIDENCIAL","NORMAL",611,36,"REAL","RECIFE",1,-3886217.47688699,-908223.688052411
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MED IMOV","RECIFE",1,-3886197.69285313,-908189.689933179
"LIGADO","COMERCIAL","NORMAL",611,NA,"MED IMOV","RECIFE",1,-3886196.94166921,-908196.420960522
"LIGADO","COMERCIAL","NORMAL",611,49,"REAL","RECIFE",1,-3886184.15606909,-908176.375640656
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",2,-3886182.23369281,-908192.607671146
"LIGADO","COMERCIAL","NORMAL",611,18,"REAL","RECIFE",1,-3886129.46547119,-908170.811958342
"LIGADO","RESIDENCIAL","NORMAL",611,15,"REAL","RECIFE",1,-3886078.10677696,-908164.410525331
"LIGADO","RESIDENCIAL","NORMAL",611,40,"REAL","RECIFE",1,-3886072.36302518,-908177.905183936
"LIGADO","RESIDENCIAL","NORMAL",611,56,"REAL","RECIFE",8,-3886067.81729378,-908189.967122215
"LIGADO","RESIDENCIAL","CORPORATIVO",611,1338,"REAL","RECIFE",213,-3886043.63847774,-908345.304349853
"LIGADO","COMERCIAL","NORMAL",611,4,"ESTIMADO","RECIFE",1,-3886069.24674736,-908323.591663982
"LIGADO","RESIDENCIAL","NORMAL",611,16,"REAL","RECIFE",1,-3886070.65761059,-908313.671416822
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3886071.87388735,-908304.734211474
"LIGADO","RESIDENCIAL","NORMAL",611,10,"ESTIMADO","RECIFE",1,-3886073.74628118,-908294.412633789
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3886074.94274307,-908284.535124108
"LIGADO","RESIDENCIAL","NORMAL",611,15,"REAL","RECIFE",1,-3886076.33067447,-908275.248991796
"LIGADO","RESIDENCIAL","NORMAL",611,36,"REAL","RECIFE",1,-3886077.65994052,-908265.592900557
"LIGADO","RESIDENCIAL","NORMAL",611,31,"REAL","RECIFE",1,-3886079.12112015,-908256.121229512
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3886081.2928521,-908237.410102715
"LIGADO","RESIDENCIAL","NORMAL",611,18,"REAL","RECIFE",1,-3886071.05201554,-908236.411658901
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3886062.13643753,-908235.419512307
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3886052.52411081,-908234.234401502
"LIGADO","RESIDENCIAL","NORMAL",611,47,"REAL","RECIFE",4,-3886045.50742068,-908255.336665327
"LIGADO","RESIDENCIAL","NORMAL",611,13,"REAL","RECIFE",4,-3886039.13760809,-908274.218273953
"LIGADO","RESIDENCIAL","NORMAL",611,56,"REAL","RECIFE",13,-3886032.41903154,-908292.343887999
"LIGADO","RESIDENCIAL","NORMAL",611,141,"REAL","RECIFE",13,-3886026.66258936,-908310.567341016
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3886184.41655671,-908252.38788709
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3886172.11675484,-908250.39144862
"CORTADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3886159.83476411,-908249.194642611
"CORTADO","COMERCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3886148.10213506,-908247.713337988
"LIGADO","RESIDENCIAL","NORMAL",611,12,"REAL","RECIFE",1,-3886136.35870801,-908246.320644057
"LIGADO","COMERCIAL","NORMAL",611,24,"REAL","RECIFE",1,-3886112.6517753,-908243.040588571
"LIGADO","COMERCIAL","NORMAL",611,1,"REAL","RECIFE",1,-3886109.7869682,-908269.216267869
"LIGADO","RESIDENCIAL","NORMAL",611,47,"REAL","RECIFE",4,-3886108.20678803,-908282.968243766
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3886098.00346614,-908355.250242646
"LIGADO","RESIDENCIAL","NORMAL",611,20,"REAL","RECIFE",8,-3886110.6876542,-908356.682185111
"LIGADO","RESIDENCIAL","NORMAL",611,56,"REAL","RECIFE",9,-3886123.95760542,-908358.885424451
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",7,-3886136.27377124,-908353.130216722
"LIGADO","RESIDENCIAL","NORMAL",611,2,"REAL","RECIFE",6,-3886148.76214832,-908361.246094371
"LIGADO","RESIDENCIAL","NORMAL",611,56,"ESTIMADO","RECIFE",6,-3886160.71786163,-908362.874487772
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,NA,NA
"LIGADO","COMERCIAL","NORMAL",611,93,"REAL","RECIFE",1,-3886227.18650694,-908370.269223003
